system:index,0_constant,1_B0_median,1_B1_median,1_B2_median,1_B3_median,1_B4_median,2_B0_median,2_B1_median,2_B2_median,2_B3_median,2_B4_median,cat,com_set1,com_set2,fid,finHarvDat,id,lab_set1,lab_set2,lat,lon,rd_id,set,strata,val_set1,x,y,.geo
00000000000000000191_0,0,454.0,675.0,981.0,1865.0,65535.0,511.0,723.0,1062.0,1896.0,65535.0,94,Harvested 210722-230722,,94.0,22/07/22,93,Blake,No double yet,46.5971324737272,34.9698197951264,282,occ_ukraine,20,1.0,379248.0,189768.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.96993179055418,46.59709600749838]}"
00000000000000000192_0,0,549.0,734.0,1052.0,1853.0,65535.0,556.0,797.0,990.0,2284.0,65535.0,571,Harvested 210722,,571.0,21/07/22,570,Blake,No double yet,45.771163493938,33.5196139226533,283,occ_ukraine,21,1.0,272652.0,91932.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.51969159587162,45.771095103750476]}"
00000000000000000194_0,2,1006.0,1469.0,1933.0,3578.0,65535.0,859.0,1258.0,1479.0,3324.0,65535.0,548,Harvested 070722,,548.0,07/07/22,547,Blake,No double yet,47.2643326118723,33.8413203462788,288,occ_ukraine,21,1.0,289692.0,259440.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.84137829911482,47.264274769013944]}"
00000000000000000196_0,2,706.0,1061.0,1501.0,2821.0,65535.0,916.0,1357.0,1881.0,3200.0,65535.0,474,Harvested 020722-070722,,474.0,05/07/22,473,Blake,No double yet,46.7033268648349,34.7094444788918,297,occ_ukraine,21,1.0,358716.0,200412.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.709510189687926,46.703276874081304]}"
00000000000000000199_0,3,592.0,859.0,1379.0,2897.0,65535.0,613.0,882.0,1360.0,2334.0,65535.0,541,Harvested 080822-100822,,541.0,09/08/22,540,Blake,No double yet,47.2187208592821,35.6678721838387,304,occ_ukraine,21,1.0,427608.0,262416.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.667922766315044,47.21864035258067]}"
0000000000000000019a_0,3,528.0,825.0,1227.0,2696.0,65535.0,633.0,900.0,1287.0,2697.0,65535.0,533,Harvested 270722,,533.0,27/07/22,532,Blake,No double yet,46.9003469310785,36.7742151736802,306,occ_ukraine,21,1.0,513852.0,233412.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.77428787023665,46.900277415888716]}"
000000000000000001a1_0,3,519.0,802.0,1192.0,2320.0,65535.0,1138.0,1652.0,2288.0,3336.0,65535.0,553,Harvested 080722-110722,,553.0,09/07/22,552,Blake,No double yet,46.7942488953245,34.019069290317,318,occ_ukraine,21,1.0,305676.0,207720.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.01915489384207,46.7941863808342]}"
000000000000000001a2_0,2,688.0,1005.0,1579.0,2813.0,65535.0,1361.0,1927.0,3026.0,4585.0,65535.0,406,Harvested 220722-270722,,406.0,24/07/22,405,Blake,No double yet,46.9525082560345,36.3418645505553,319,occ_ukraine,21,1.0,480672.0,236568.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.341928723989916,46.95246953389606]}"
000000000000000001ad_0,0,343.0,631.0,462.0,3853.0,65535.0,375.0,564.0,390.0,4554.0,65535.0,16,"Harvested 080622-130622, again on 210722-260722",,16.0,11/06/22,15,Blake,No double yet,48.6495977874138,38.9539346771613,336,occ_ukraine,20,1.0,657180.0,443232.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.954049907152665,48.649476937126245]}"
000000000000000001ae_0,0,408.0,559.0,917.0,1904.0,65535.0,483.0,649.0,1031.0,1840.0,65535.0,524,Harvested 100822-120822,,524.0,11/08/22,523,Blake,No double yet,49.6526681459781,38.2210148559858,337,occ_ukraine,21,1.0,592308.0,548676.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.221114466839545,49.65262561490252]}"
000000000000000001b1_0,3,502.0,720.0,979.0,2030.0,65535.0,857.0,1201.0,1637.0,2388.0,65535.0,419,Harvested 170722,,419.0,17/07/22,418,Blake,No double yet,45.7367240952078,33.8604667291366,342,occ_ukraine,21,1.0,299220.0,89292.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.860512414666566,45.73659979684029]}"
000000000000000001b7_0,2,835.0,1258.0,1818.0,3351.0,65535.0,856.0,1249.0,1900.0,3435.0,65535.0,437,Harvested 010722-030722,,437.0,02/07/22,436,Blake,No double yet,46.5816167387103,33.2807440778728,349,occ_ukraine,21,1.0,250512.0,181500.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.28082956182424,46.58155515308311]}"
000000000000000001bb_0,2,714.0,1057.0,1559.0,2637.0,65535.0,824.0,1203.0,1848.0,2902.0,65535.0,495,Harvested 080722-110722,,495.0,09/07/22,494,Blake,No double yet,46.8196369961828,33.06302733281,353,occ_ukraine,21,1.0,232896.0,207384.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.06307793695367,46.81951887184637]}"
000000000000000001bd_0,0,430.0,608.0,813.0,1840.0,65535.0,529.0,710.0,1025.0,1847.0,65535.0,456,Harvested 290722-300722,,456.0,29/07/22,455,Blake,No double yet,48.5765665372783,39.0100860681653,358,occ_ukraine,21,1.0,662184.0,435600.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.01019461241013,48.57644390452733]}"
000000000000000001be_0,0,377.0,557.0,874.0,1800.0,65535.0,414.0,604.0,917.0,1568.0,65535.0,440,Harvested 180722-200722,,440.0,19/07/22,439,Blake,No double yet,46.8309223549461,33.3365714936964,359,occ_ukraine,21,1.0,253632.0,209460.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.33661494096806,46.830837644426275]}"
000000000000000001c1_0,0,491.0,687.0,981.0,1817.0,65535.0,660.0,739.0,1224.0,2147.0,65535.0,453,Harvested 240722-280722,,453.0,26/07/22,452,Blake,No double yet,46.4451886622623,35.3143280323816,367,occ_ukraine,21,1.0,406608.0,174516.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.31443570201401,46.445101061425355]}"
000000000000000001c5_0,2,626.0,910.0,1384.0,2363.0,65535.0,1763.0,2486.0,3431.0,4608.0,65535.0,507,Harvested 0707-120722,,507.0,09/07/22,506,Yuval,No double yet,46.9288149880198,36.6868068673427,374,occ_ukraine,21,1.0,506976.0,236028.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.686881793091814,46.9287540103953]}"
000000000000000001c8_0,3,500.0,768.0,1157.0,2229.0,65535.0,1104.0,1634.0,2544.0,3978.0,65535.0,464,Harvested 1707-230722,,464.0,20/07/22,463,Yuval,No double yet,46.6236505865363,35.7526495043469,381,occ_ukraine,21,1.0,438684.0,196656.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.75272372913592,46.6235963083799]}"
000000000000000001c9_0,3,619.0,854.0,1179.0,2266.0,65535.0,1021.0,1438.0,2038.0,3347.0,65535.0,575,Harvested 1507-180722,,575.0,16/07/22,574,Yuval,No double yet,45.3416869746797,34.1281699034879,384,occ_ukraine,21,1.0,322188.0,46296.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.128210369334184,45.34161056641293]}"
000000000000000001ca_0,0,519.0,695.0,1084.0,2073.0,65535.0,622.0,793.0,1211.0,2105.0,65535.0,555,Harvested 140822,,555.0,14/08/22,554,Yuval,No double yet,47.3605774394856,37.632257204442,385,occ_ukraine,21,1.0,573948.0,290280.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.63235862962761,47.36048433594315]}"
000000000000000001cb_0,3,467.0,666.0,955.0,2498.0,65535.0,1027.0,1474.0,2023.0,3498.0,65535.0,592,Harvested 0907-130722,,592.0,11/07/22,591,Yuval,No double yet,48.2697801039449,39.287933272478,387,occ_ukraine,21,1.0,686412.0,403932.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.288043529788304,48.269669235000514]}"
000000000000000001cd_0,0,442.0,722.0,814.0,2688.0,65535.0,577.0,846.0,1019.0,2659.0,65535.0,162,Harvested 2907-010822,,162.0,30/07/22,161,Yuval,No double yet,49.2545494224705,37.8703298915914,389,occ_ukraine,20,1.0,571404.0,502068.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.870412179919285,49.25449228098074]}"
000000000000000001d2_0,1,488.0,684.0,1050.0,1744.0,65535.0,1127.0,1702.0,2529.0,3972.0,65535.0,483,Harvested 0907-120722,,483.0,10/07/22,482,Yuval,No double yet,45.5600435340824,33.1941264585239,398,occ_ukraine,21,1.0,248376.0,67356.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.19423196843512,45.55999101198239]}"
000000000000000001d4_0,1,1214.0,1761.0,2332.0,3694.0,65535.0,811.0,1071.0,1433.0,2415.0,65535.0,443,Harvested 0506-100622,,443.0,08/06/22,442,Yuval,No double yet,47.0735289883482,34.6920005812482,405,occ_ukraine,21,1.0,355008.0,241560.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.692082873176005,47.07347260266696]}"
000000000000000001d7_0,0,526.0,736.0,897.0,2860.0,65535.0,533.0,756.0,934.0,2857.0,65535.0,14,Harvested 0908-200822,,14.0,14/08/22,13,Yuval,No double yet,46.564628846255,33.8365952540243,411,occ_ukraine,20,1.0,293016.0,181464.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.8367070596374,46.56457699421325]}"
000000000000000001d8_0,1,1001.0,1441.0,2055.0,3283.0,65535.0,947.0,1260.0,1747.0,2663.0,65535.0,508,Harvested 0507-070722,,508.0,06/07/22,507,Yuval,No double yet,47.059976914299,35.10219542392,412,occ_ukraine,21,1.0,386100.0,241920.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.10225363190498,47.05990804187675]}"
000000000000000001da_0,3,558.0,796.0,1248.0,2254.0,65535.0,747.0,1015.0,1495.0,2436.0,65535.0,405,Harvested 3107-060822,,405.0,03/08/22,404,Yuval,No double yet,47.685254958245,37.5604076522804,417,occ_ukraine,21,1.0,565200.0,325824.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.56049340689805,47.68513547962394]}"
000000000000000001e0_0,1,908.0,1370.0,1940.0,3425.0,65535.0,877.0,1260.0,1694.0,3252.0,65535.0,455,Harvested 020722,,455.0,02/07/22,454,Yuval,No double yet,45.8341097612681,33.8197969163911,430,occ_ukraine,21,1.0,295560.0,99996.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.81990856382436,45.834067005167256]}"
000000000000000001e5_0,0,502.0,667.0,852.0,2089.0,65535.0,518.0,729.0,1064.0,1675.0,65535.0,579,Harvested 1807-270722,,579.0,22/07/22,578,Yuval,No double yet,45.082266946385,34.1420559099912,435,occ_ukraine,21,1.0,324744.0,17448.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.14213425623804,45.08217711235922]}"
000000000000000001e8_0,3,513.0,749.0,1135.0,2130.0,65535.0,1180.0,1705.0,2509.0,3964.0,65535.0,537,Harvested 150722,,537.0,15/07/22,536,Yuval,No double yet,46.3421634829467,33.3202357378009,439,occ_ukraine,21,1.0,254616.0,154932.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.3203554343255,46.342064298336844]}"
000000000000000001ed_0,1,923.0,1432.0,1966.0,3788.0,65535.0,736.0,1101.0,1448.0,3484.0,65535.0,499,Harvested 0107-030722,,499.0,02/07/22,498,Yuval,No double yet,45.1192224182421,33.9445525613885,448,occ_ukraine,21,1.0,309072.0,20796.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.94459472526015,45.11909787053653]}"
000000000000000001ee_0,3,525.0,776.0,1144.0,2219.0,65535.0,915.0,1436.0,2049.0,3662.0,65535.0,423,Harvested 0707-120722,,423.0,09/07/22,422,Yuval,No double yet,49.3850807627327,39.0354827273778,449,occ_ukraine,21,1.0,654060.0,525300.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.035527103422304,49.385017491763314]}"
000000000000000001ef_0,1,732.0,1093.0,1488.0,2441.0,65535.0,849.0,1218.0,1507.0,3142.0,65535.0,460,Harvested 040722,,460.0,04/07/22,459,Yuval,No double yet,44.9419499465655,33.8328782741174,450,occ_ukraine,21,1.0,301260.0,624.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.8329341354441,44.941860264979745]}"
000000000000000001f4_0,1,505.0,815.0,1216.0,2404.0,65535.0,895.0,1312.0,2171.0,3634.0,65535.0,599,Harvested 130722,,599.0,13/07/22,598,Yuval,No double yet,46.3846472283159,35.3564154321542,458,occ_ukraine,21,1.0,410268.0,167988.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.3564768573108,46.384554611275696]}"
000000000000000001f6_0,2,693.0,953.0,1332.0,2121.0,65535.0,797.0,1124.0,1601.0,2486.0,65535.0,600,Harvested 1206-150622,,600.0,13/06/22,599,Yuval,No double yet,45.375516720861,33.1752964524711,460,occ_ukraine,21,1.0,247716.0,46728.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.17536734746861,45.37547705262424]}"
00000000000000000200_0,3,521.0,713.0,1007.0,1710.0,65535.0,1031.0,1477.0,2196.0,3337.0,65535.0,512,Harvested 130722,,512.0,13/07/22,511,Saeed,No double yet,46.304748662961,34.5278945605021,480,occ_ukraine,21,1.0,347376.0,155232.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.52796067076737,46.304694382517475]}"
00000000000000000201_0,2,741.0,1156.0,1827.0,3315.0,65535.0,678.0,914.0,1276.0,1948.0,65535.0,580,Harvested 030722,,580.0,03/07/22,579,Saeed,No double yet,47.3263203130471,35.4114784442007,482,occ_ukraine,21,1.0,407496.0,273072.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.41154358422733,47.32625852361819]}"
00000000000000000203_0,3,425.0,645.0,883.0,1848.0,65535.0,997.0,1380.0,2116.0,3419.0,65535.0,506,Harvested 1607-200722,,506.0,18/07/22,505,Saeed,No double yet,46.4006284702825,35.327189502041,484,occ_ukraine,21,1.0,407916.0,169620.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.32728161057692,46.400544623333026]}"
00000000000000000209_0,2,593.0,844.0,1339.0,2619.0,65535.0,826.0,1213.0,1718.0,3093.0,65535.0,424,Harvested 140722,,424.0,14/07/22,423,Saeed,No double yet,47.1507887062428,35.6629455657292,491,occ_ukraine,21,1.0,427764.0,254832.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.66298203225239,47.15072771710124]}"
00000000000000000213_0,1,662.0,983.0,1314.0,2570.0,65535.0,888.0,1264.0,1817.0,3063.0,65535.0,558,Harvested 040722,,558.0,04/07/22,557,Saeed,No double yet,45.6770192137008,34.6753530719276,511,occ_ukraine,21,1.0,362700.0,85956.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.6754640404198,45.67695166197475]}"
0000000000000000021a_0,3,621.0,846.0,1239.0,2018.0,65535.0,862.0,1237.0,1847.0,2748.0,65535.0,529,Harvested 150722,,529.0,15/07/22,528,Saeed,No double yet,45.5389538649831,34.0247168798197,521,occ_ukraine,21,1.0,313032.0,67872.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.02481428013203,45.53888060280558]}"
0000000000000000021b_0,0,442.0,626.0,939.0,1754.0,65535.0,588.0,796.0,1120.0,1901.0,65535.0,472,Harvested 230722,,472.0,23/07/22,471,Saeed,No double yet,45.6626666212234,33.7539091920497,523,occ_ukraine,21,1.0,291348.0,80652.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.75397222196999,45.662578617428835]}"
00000000000000000221_0,0,351.0,532.0,811.0,1905.0,65535.0,538.0,761.0,1115.0,2201.0,65535.0,220,Harvested 230722,,220.0,23/07/22,219,Saeed,No double yet,49.901258787645,37.8497657728081,537,occ_ukraine,20,1.0,562980.0,573564.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.84984075991295,49.901189454018386]}"
00000000000000000225_0,3,562.0,820.0,1238.0,2389.0,65535.0,1164.0,1592.0,2282.0,3487.0,65535.0,407,Harvested 240722,,407.0,24/07/22,406,Saeed,No double yet,47.2813935448573,36.5042021653288,542,occ_ukraine,21,1.0,490020.0,274104.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.504254295830314,47.28134275941222]}"
00000000000000000013_0,0,561.0,855.0,1282.0,2448.0,65535.0,416.0,498.0,645.0,1257.0,65535.0,422,BurntPossibly 09/07/22,,422.0,,421,Shabri,Saeed,47.1299317250966,32.7422375745473,83,free_ukraine,21,0.0,207348.0,241104.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.742289548994584,47.12988680250967]}"
00000000000000000059_0,0,400.0,709.0,567.0,3910.0,65535.0,345.0,627.0,652.0,2987.0,65535.0,297,Not harvested spring,,297.0,,296,Fangjie,Saeed,51.1037928593741,29.7958612920801,268,free_ukraine,20,0.0,-14328.0,680040.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.795905248610968,51.10367429334078]}"
00000000000000000062_0,1,455.0,770.0,728.0,3038.0,65535.0,386.0,611.0,496.0,1715.0,65535.0,563,Not harvested spring,,563.0,,562,Fangjie,Saeed,51.7271898627782,32.2186486161123,257,free_ukraine,21,0.0,153816.0,751284.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.218751401409726,51.72710510051973]}"
00000000000000000081_0,0,477.0,692.0,803.0,3158.0,65535.0,512.0,724.0,857.0,3036.0,65535.0,96,,,96.0,,95,Blake,Saeed,48.0243753076636,23.0064609539033,332,free_ukraine,20,0.0,-519684.0,359700.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.006528162764035,48.02433933090747]}"
000000000000000000a9_0,0,281.0,502.0,487.0,3062.0,65535.0,355.0,558.0,513.0,2823.0,65535.0,289,"Burnt
2208-250822",,289.0,,288,Yuval,Saeed,49.4751423352643,37.1799451288927,427,free_ukraine,20,0.0,519252.0,521892.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.18005688407343,49.47502868323209]}"
00000000000000000100_0,0,493.0,691.0,1013.0,2025.0,65535.0,472.0,668.0,920.0,1810.0,65535.0,585,"Burnt 30/07/22, Shelling, Interesting",,585.0,,584,Shabri,No double yet,47.8180576310442,36.7626867521434,28,free_ukraine,21,0.0,504480.0,335328.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.76278943459992,47.81799631014522]}"
0000000000000000010e_0,0,383.0,614.0,860.0,2958.0,65535.0,397.0,640.0,628.0,2662.0,65535.0,274,"Burnt 09/07/22(Sorrounding region),Interesting",,274.0,,273,Shabri,No double yet,47.419603120013,33.816269280433,48,free_ukraine,20,0.0,286992.0,276648.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.81631530268788,47.419503650109796]}"
00000000000000000115_0,0,409.0,651.0,662.0,2806.0,65535.0,516.0,765.0,924.0,2670.0,65535.0,287,,,287.0,,286,Shabri,No double yet,48.4513687060813,37.34402596729431,57,free_ukraine,20,0.0,541368.0,409392.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.34408925495366,48.45130858544948]}"
0000000000000000012c_0,0,458.0,673.0,940.0,2170.0,65535.0,441.0,741.0,826.0,2388.0,65535.0,347,,,347.0,,346,Josef,No double yet,48.6067675541402,37.1700436795514,102,free_ukraine,20,0.0,527052.0,425496.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.17008558441971,48.60671712960216]}"
0000000000000000013b_0,0,385.0,592.0,828.0,2322.0,65535.0,478.0,693.0,887.0,2058.0,65535.0,324,,,324.0,,323,Josef,No double yet,48.9268503211721,34.6485607826673,130,free_ukraine,20,0.0,339924.0,447624.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.64860441342462,48.926786865333945]}"
00000000000000000142_0,2,817.0,1244.0,1742.0,2666.0,65535.0,510.0,698.0,950.0,1585.0,65535.0,403,,,403.0,,402,Josef,No double yet,45.96316621619751,30.2573188619085,140,free_ukraine,21,0.0,19872.0,107484.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.257369810063164,45.96306507996682]}"
00000000000000000147_0,0,501.0,777.0,780.0,2869.0,65535.0,253.0,546.0,275.0,4179.0,65535.0,381,Summer/Spring,,381.0,,380,Josef,No double yet,49.3365735741328,32.1227850898059,147,free_ukraine,20,0.0,154104.0,485544.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.122901160594175,49.33650846642086]}"
000000000000000001a3_0,0,476.0,644.0,901.0,1823.0,65535.0,564.0,773.0,1059.0,1982.0,65535.0,574,,,574.0,,573,Blake,No double yet,46.8880705246111,32.1530527483289,320,free_ukraine,21,0.0,163524.0,212796.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.153174385669004,46.88797049649628]}"
000000000000000001b0_0,0,492.0,742.0,1030.0,1913.0,65535.0,417.0,602.0,845.0,1606.0,65535.0,369,,,369.0,,368,Blake,No double yet,49.9619216127239,37.05703646765011,341,free_ukraine,20,0.0,505692.0,575076.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.05707752167747,49.96182573569646]}"
000000000000000001b8_0,0,415.0,600.0,633.0,2587.0,65535.0,351.0,537.0,455.0,3488.0,65535.0,487,"Winter crop unharvested, spring crop current",,487.0,,486,Blake,No double yet,48.8215714240799,37.0774602058035,350,free_ukraine,21,0.0,518184.0,448740.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.0775591101554,48.82150431403514]}"
000000000000000001cf_0,0,344.0,536.0,789.0,1812.0,65535.0,293.0,460.0,627.0,1813.0,65535.0,46,"Not Harvested Winter
- inside of shelled fields",,46.0,,45,Yuval,No double yet,50.3600808420469,36.1381667738582,394,free_ukraine,20,0.0,436644.0,613884.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.13828064908002,50.35995906961823]}"
000000000000000001d5_0,0,345.0,602.0,574.0,2268.0,65535.0,523.0,767.0,875.0,2319.0,65535.0,263,Not Harvested Winter,,263.0,,262,Yuval,No double yet,49.6009963507902,37.053035713154,406,free_ukraine,20,0.0,508884.0,535044.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.053124934427345,49.60088265453723]}"
000000000000000001f2_0,0,454.0,630.0,859.0,1823.0,65535.0,487.0,688.0,799.0,2124.0,65535.0,60,Not Harvested Winter,,60.0,,59,Yuval,No double yet,49.7362315493699,36.9652141657013,453,free_ukraine,20,0.0,501276.0,549492.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.96526969964046,49.73616893632563]}"
000000000000000001ff_0,0,392.0,625.0,1043.0,2282.0,65535.0,558.0,801.0,1244.0,2165.0,65535.0,398,Burnt 1407-160722,,398.0,,397,Saeed,No double yet,48.4675804308775,38.054682969401,478,free_ukraine,20,0.0,593412.0,416148.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.05474647622061,48.46747826056363]}"
00000000000000000214_0,0,454.0,626.0,870.0,1849.0,65535.0,489.0,701.0,787.0,2163.0,65535.0,294,,,294.0,,293,Saeed,No double yet,49.73997383195871,36.9660446168644,512,free_ukraine,20,0.0,501300.0,549912.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.96616801492458,49.73985202899052]}"
00000000000000000009_0,0,326.0,589.0,470.0,3221.0,65535.0,428.0,673.0,796.0,2846.0,65535.0,210,Unclear,,210.0,,209,Shabri,Saeed,51.3531037570966,26.451141743938,61,free_ukraine,20,2.0,-247800.0,713100.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.45120795124875,51.35304661621236]}"
000000000000000000fc_0,0,277.0,541.0,372.0,4171.0,65535.0,275.0,599.0,444.0,3843.0,65535.0,395,Fallow,,395.0,,394,Shabri,No double yet,51.7431584327022,32.1379492558905,21,free_ukraine,20,2.0,148176.0,752904.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.13799285736738,51.74309511257705]}"
00000000000000000123_0,0,603.0,867.0,1113.0,2333.0,65535.0,508.0,748.0,956.0,2250.0,65535.0,38,Fallow,,38.0,,37,Shabri,No double yet,51.4384952231003,26.6324409919312,91,free_ukraine,20,2.0,-234756.0,722028.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.63248797558407,51.43838656820371]}"
00000000000000000125_0,0,395.0,645.0,781.0,2561.0,65535.0,474.0,663.0,818.0,2298.0,65535.0,120,Fallow - tilled,,120.0,,119,Josef,No double yet,47.6164329359479,30.3651560427091,93,free_ukraine,20,2.0,27372.0,291924.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.36525747568592,47.61632452886039]}"
0000000000000000013d_0,3,447.0,646.0,965.0,2150.0,65535.0,490.0,600.0,890.0,1671.0,65535.0,231,Unclear - could be fallow or harvested,,231.0,,230,Josef,No double yet,49.0158215357528,34.2820029894461,134,free_ukraine,20,2.0,312624.0,456048.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.28209177750386,49.015720078461776]}"
00000000000000000153_0,0,421.0,649.0,607.0,2975.0,65535.0,438.0,664.0,676.0,2619.0,65535.0,139,Fallow,,139.0,,138,Josef,No double yet,47.0566721458293,32.0762482840169,170,free_ukraine,20,2.0,157212.0,231444.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.07636842887678,47.05658427532551]}"
00000000000000000172_0,0,479.0,766.0,706.0,2975.0,65535.0,470.0,743.0,732.0,2708.0,65535.0,215,Unclear,,215.0,,214,Fangjie,No double yet,49.6387091335192,37.51321924782349,233,free_ukraine,20,2.0,541608.0,542196.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.51333185448178,49.63861189647025]}"
000000000000000001c6_0,3,358.0,570.0,772.0,2020.0,65535.0,599.0,808.0,1213.0,1971.0,65535.0,580,Unclear,,580.0,,579,Yuval,No double yet,49.2944482377502,35.9346545615254,377,free_ukraine,21,2.0,430836.0,494568.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.93472240569854,49.29437747959565]}"
000000000000000001f3_0,0,449.0,660.0,829.0,2052.0,65535.0,463.0,641.0,759.0,1967.0,65535.0,20,Fallow,,20.0,,19,Yuval,No double yet,50.2704272228293,36.3363281037878,454,free_ukraine,20,2.0,451488.0,605028.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.336449000756794,50.2703072042631]}"
000000000000000001f8_0,0,519.0,774.0,1076.0,2189.0,65535.0,492.0,711.0,999.0,2193.0,65535.0,359,Unclear,,359.0,,358,Yuval,No double yet,47.8527725423196,37.2982827641638,464,free_ukraine,20,2.0,543984.0,342636.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.29836500699197,47.85267128011223]}"
000000000000000001f9_0,0,353.0,620.0,739.0,2712.0,65535.0,591.0,823.0,1129.0,1920.0,65535.0,515,Unclear,,515.0,,514,Saeed,No double yet,49.762449495552,30.729300409453,465,free_ukraine,21,2.0,52524.0,531168.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.72934466033956,49.76239974262192]}"
000000000000000001fe_0,0,400.0,674.0,665.0,2818.0,65535.0,432.0,670.0,750.0,2742.0,65535.0,25,Fallow,,25.0,,24,Saeed,No double yet,48.9174191465285,37.5161341257221,476,free_ukraine,20,2.0,549228.0,462252.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.51620646339096,48.91735455485069]}"
00000000000000000204_0,3,366.0,488.0,657.0,1679.0,65535.0,5245.0,6542.0,6355.0,7123.0,65535.0,513,Unclear,,513.0,,512,Saeed,No double yet,49.4453173926748,35.740881544412,485,free_ukraine,21,2.0,415608.0,510312.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.74095579891396,49.44520461579932]}"
